iso,App,English,Company,Type
no,"James Delivery: Entrega de Comida, Mercado e mais","James Delivery: Food Delivery, Market and more","James Delivery - Comida, Mercado, Restaurantes e +",
no,Eat Scanner - ristoranti con consegna a domicilio,Eat Scanner - restaurants with home delivery,Eat Scanner,
no,Just Eat France - Food Delivery,Just Eat France - Food Delivery,Just-Eat Holding Limited,Food delivery
no,Jumia Food: Local Food Delivery near You,Jumia Food: Local Food Delivery near You,JUMIA,
no,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,Food delivery
no,DiDi Food – Food Delivery,DiDi Food – Food Delivery,DiDi Global,
no,DiDi-Delivery,DiDi-Delivery,DiDi Global,
no,Savorly: Comida casera a domicilio,Savorly: Food Home Delivery,Savorly,
no,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
no,Swiggy Food Order | Online Grocery | Delivery App,Swiggy Food Order | Online Grocery | Delivery App,Swiggy,
no,Coupang Eats - Rocket Delivery for Food,Coupang Eats - Rocket Delivery for Food,쿠팡,
no,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
no,Wolt: Food delivery,Wolt: Food delivery,Wolt Enterprises Oy,
no,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
no,Delivery Club – Доставка еды и продуктов,Delivery Club - Delivery of food and products,Delivery Club LLC,
no,Pickaroo: Premium Delivery,Pickaroo: Premium Delivery,Pickaroo,
no,goPuff: Drink & Food Delivery,goPuff: Drink & Food Delivery,goPuff,
no,"Yelp: Find Food, Delivery & Services Nearby","Yelp: Find Food, Delivery & Services Nearby","Yelp, Inc",
no,"HungerStation - Food, Groceries Delivery & More","HungerStation - Food, Groceries Delivery & More",HungerStation Care,
no,Магнит: доставка продуктов на дом из магазина,Magnet: food delivery to your home from the store,АО Тандер,
no,Jumia Food: Local Food Delivery near You,Jumia Food: Local Food Delivery near You,JUMIA,
ch,Yummy Delivery,Yummy Delivery,Yummy Inc,
ch,99 Food – Food Delivery,99 Food – Food Delivery,99 Food,
ch,Wolt: Food delivery,Wolt: Food delivery,Wolt Enterprises Oy,
ch,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ch,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
ch,"HungerStation - Food, Groceries Delivery & More","HungerStation - Food, Groceries Delivery & More",HungerStation Care,
ch,Toters:Food Delivery & More,Toters:Food Delivery & More,TOTERapp LLC,
ch,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ch,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
ch,"HungerStation - Food, Groceries Delivery & More","HungerStation - Food, Groceries Delivery & More",HungerStation Care,
ch,Bake Pizza Delivery Boy: Pizza Maker Games,Bake Pizza Delivery Boy: Pizza Maker Games,Sweet Maker Shop,
ch,1112 Delivery,1112 Delivery,Minor International PLC,
ch,HappyFresh - Grocery & Food Delivery Online,HappyFresh - Grocery & Food Delivery Online,HappyFresh,
ch,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
ch,McDelivery South Africa,McDelivery South Africa,McDonald's South Africa,
ch,KFC Saudi - Order food online from KFC Delivery!,KFC Saudi - Order food online from KFC Delivery!,Americana Food Co,
ch,Nando's South Africa: Delivery & Collection,Nando's South Africa: Delivery & Collection,Nando's Digital SA,
ch,HungryNow - Food Delivery,HungryNow - Food Delivery,Hungry Now Limited,
ch,FoodDee Delivery,FoodDee Delivery,FoodDee Team,
ch,Bake Pizza Delivery Boy: Pizza Maker Games,Bake Pizza Delivery Boy: Pizza Maker Games,Sweet Maker Shop,
ch,Ocean Basket South Africa - delivery & takeaway,Ocean Basket South Africa - delivery & takeaway,Ocean Basket,
ch,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ch,Swiggy Food Order | Online Grocery | Delivery App,Swiggy Food Order | Online Grocery | Delivery App,Swiggy,
ch,Coupang Eats - Rocket Delivery for Food,Coupang Eats - Rocket Delivery for Food,쿠팡,
ch,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
ch,Wolt: Food delivery,Wolt: Food delivery,Wolt Enterprises Oy,
ch,InstaShop: Convenience delivered,InstaShop: Convenience delivered,InstaShop Ltd,
ch,McDelivery Egypt,McDelivery Egypt,Manfoods co. McDonald's Egypt,
ch,Delivery Club – Доставка еды и продуктов,Delivery Club - Delivery of food and products,Delivery Club LLC,
ch,goPuff: Drink & Food Delivery,goPuff: Drink & Food Delivery,goPuff,
ch,"Yelp: Find Food, Delivery & Services Nearby","Yelp: Find Food, Delivery & Services Nearby","Yelp, Inc",
ch,"HungerStation - Food, Groceries Delivery & More","HungerStation - Food, Groceries Delivery & More",HungerStation Care,
ch,Магнит: доставка продуктов на дом из магазина,Magnet: food delivery to your home from the store,АО Тандер,
ch,Jumia Food: Local Food Delivery near You,Jumia Food: Local Food Delivery near You,JUMIA,
ch,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
ch,Jumia Food: Local Food Delivery near You,Jumia Food: Local Food Delivery near You,JUMIA,
ch,Food Beeper - Food delivery service in Algeria,Food Beeper - Food delivery service in Algeria,Rym Services Express,
ch,DeUna Delivery & Servicios,DEUNA Delivery & Services,DeUna,
ch,"DINKI - App de Delivery, Transporte y Encargos.","DINKI - App Delivery, Transport and assignments.",DINKI,
ch,KFC Saudi - Order food online from KFC Delivery!,KFC Saudi - Order food online from KFC Delivery!,Americana Food Co,
ch,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ch,Appetito: Servicio a Domicilio,Appetito: Home Delivery,Tecnologias Appetito,
ch,KFC Saudi - Order food online from KFC Delivery!,KFC Saudi - Order food online from KFC Delivery!,Americana Food Co,
ch,McDelivery Indonesia,McDelivery Indonesia,McDonald's Indonesia,
ch,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ch,Swiggy Food Order | Online Grocery | Delivery App,Swiggy Food Order | Online Grocery | Delivery App,Swiggy,
ch,Coupang Eats - Rocket Delivery for Food,Coupang Eats - Rocket Delivery for Food,쿠팡,
ch,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,Food delivery
ch,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
ch,Wolt: Food delivery,Wolt: Food delivery,Wolt Enterprises Oy,
au,Delivery Club – Доставка еды и продуктов,Delivery Club - Delivery of food and products,Delivery Club LLC,
au,goPuff: Drink & Food Delivery,goPuff: Drink & Food Delivery,goPuff,
au,"Yelp: Find Food, Delivery & Services Nearby","Yelp: Find Food, Delivery & Services Nearby","Yelp, Inc",
au,"HungerStation - Food, Groceries Delivery & More","HungerStation - Food, Groceries Delivery & More",HungerStation Care,
au,Foody - Find Reserve Delivery,Foody - Find Reserve Delivery,Foody Corp,
au,Магнит: доставка продуктов на дом из магазина,Magnet: food delivery to your home from the store,АО Тандер,
au,Cooky - Giao Thực Phẩm Tận Nhà,Cooky - Take Home Food Delivery,Cooky.vn,
au,"VILL - Ứng Dụng Gọi Xe , Giao Đồ Ăn","VILL - Applied Call Vehicles, Food Delivery",VILLSHIP TECHNOLOGY,
au,Lotteria Delivery,Lotteria Delivery,"LOTTE DATA COMMUNICATION CO., LTD VIET NAM",
au,Jumia Food: Local Food Delivery near You,Jumia Food: Local Food Delivery near You,JUMIA,
au,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,Food delivery
au,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
au,McDelivery Vietnam,McDelivery Vietnam,McDonald's Vietnam,
au,PedidosYa - Delivery Online,PedidosYa - Delivery Online,PedidoYa S.A.,
au,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
au,Yaigo Delivery & e-commerce,Yaigo Delivery & e-commerce,OsBolivia,
au,Patio Service - Delivery de Comida y Transporte,Patio Service - Delivery of food and transportation,PatioService Online,
au,EASI MY - Hungry Food Delivery,EASI MY - Hungry Food Delivery,NKL360 MALAYSIA SDN. BHD.,
au,Pedidos Online: Delivery de Comida y mucho más,Online orders: Delivery of food and more,Pedidos Online,
au,Mr Delivery & e-commerce,Mr Delivery & e-commerce,Desarróllamelo,
au,HappyFresh - Grocery & Food Delivery Online,HappyFresh - Grocery & Food Delivery Online,HappyFresh,
au,DeUna - Delivery,Saint - Delivery,#RootCode,
au,XPRESS - Delivery & Pickup,XPRESS - Delivery & Pickup,XPRESSDELIVERY S.R.L.,
au,Chasqui Delivery,Chasqui Delivery,sistembo.com - apps - desarrollo sistemas,
au,PideYa Delivery,PideYa Delivery,INSOFT - ICTS,
au,Tatu Delivery,three Delivery,LoginWeb,
au,KFC Delivery Su,KFC Delivery Su,GlobalFood,
au,Bungkusit - Food and Parcel Delivery,Bungkusit - Food and Parcel Delivery,Bungkusit,
au,Sushi Master - доставка їжі,Sushi Master - food delivery,"Sushi Master, Ooo",
au,"Beep: Food delivery, takeaway, cashback & more","Beep: Food delivery, takeaway, cashback & more",StoreHub Sdn Bhd,
au,All in One Food Delivery App | Order Food Online,All in One Food Delivery App | Order Food Online,Online Shopping Apps,
au,Mister.Am - Замовлення і доставка страв,Mister.Am - Ordering and Delivery Meals,"Dots Platform, LLC",
au,Mafia: Доставка еды. Заказать пиццу. Еда на дом,Mafia: Delivery of food. Order pizza. home food,Mafia Restourants,
au,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
au,Mixfood - доставка еды,Mixfood - food delivery,Mixfood,
au,Smilefood доставка еды в Украине,Smilefood food delivery in Ukraine,Smilefood,
au,Fidele - доставка еды,Fidele - food delivery,Yniversal Group,
au,TapauFood - 1st Penang Food Delivery Choice!,TapauFood - 1st Penang Food Delivery Choice!,Ilmiah Resources,
au,1 euro delivery - доставка їжі,1 euro delivery - food delivery,"Dots Platform, LLC",
au,Bella Mozzarella: доставка еды,Bella Mozzarella: food delivery,Volodymyr_Bunchykov,
au,Foodex24 онлайн магазин. Доставка еды Киев,Foodex24 online store. Food delivery Kiev,Powercode LLC,
au,Roll Club - доставка еды по Харькову.Ролл клаб,Roll Club - food delivery in Harkovu.Roll Club,Piogroup Software,
au,Salateira - доставка у Києві,Salateira - delivery in Kiev,"Dots Platform, LLC",
au,Pop Meals (previously dahmakan) - food delivery,Pop Meals (previously dahmakan) - food delivery,Farm to Fork Sdn Bhd,
au,Wabi: Your Online Convenience Store -Free Delivery,Wabi: Your Online Convenience Store -Free Delivery,YOPDev,
au,Pizza Raul Delivery,Pizza Raul Delivery,Tulivery S.A.C.,
au,Pardos Delivery,brown Delivery,Pardos Chicken,
au,KFC Delivery Su,KFC Delivery Su,GlobalFood,
au,Bembos:Delivery de hamburguesas con sabor peruano.,Bembos: Delivery of burgers with Peruvian flavor.,NGR Apps,
au,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
ie,Patio Service - Delivery de Comida y Transporte,Patio Service - Delivery of food and transportation,PatioService Online,
ie,Pedidos Online: Delivery de Comida y mucho más,Online orders: Delivery of food and more,Pedidos Online,
ie,Pídelo: Delivery y mucho más,Pre-Order: Delivery and much more,URBAN GROUP,
ie,Ica Delivery,Ica Delivery,Digital Services Group,
ie,Ayllumy Delivery,Ayllumy Delivery,Ayllumy developer,
ie,iFood Delivery - Comida a Domicilio,iFood Delivery - Comida a Domicilio,Victor Amaral,
ie,RunningMan - Local Food and Store Delivery,RunningMan - Local Food and Store Delivery,RunningMan Instant Delivery Sdn Bhd,
ie,Domicilios.com - Delivery App,Domicilios.com - Delivery App,PedidoYa S.A.,
ie,Wabi: Your Online Convenience Store -Free Delivery,Wabi: Your Online Convenience Store -Free Delivery,YOPDev,
ie,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
ie,PedidosYa - Delivery Online,PedidosYa - Delivery Online,PedidoYa S.A.,
ie,Delyfas - Domicilios de comida,Delyfas - Food Delivery Service,servicios domiciliarios de occidente,
ie,"Instachef: Delivery, Comida a Domicilio","Instachef: Delivery, Food Delivery",Instachef Colombia,
ie,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
ie,foodpanda - Local Food & Grocery Delivery,foodpanda - Local Food & Grocery Delivery,Foodpanda GmbH a subsidiary of Delivery Hero SE,Food delivery
ie,KFC Saudi - Order food online from KFC Delivery!,KFC Saudi - Order food online from KFC Delivery!,Americana Food Co,
ie,Wolt: Food delivery,Wolt: Food delivery,Wolt Enterprises Oy,
ie,Delivery Club – Доставка еды и продуктов,Delivery Club - Delivery of food and products,Delivery Club LLC,
ie,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ie,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
ie,Deliveroo: Takeaway food,Deliveroo: Takeaway food,Deliveroo,Food delivery
ie,Coolio Food Delivery,Coolio Food Delivery,Parivar Restaurant LLC,
ie,PedidosYa - Delivery Online,PedidosYa - Delivery Online,PedidoYa S.A.,
ie,Zaaroz - Delivery App for Food & Home Needs,Zaaroz - Delivery App for Food & Home Needs,Zaaroz,
ie,배달의민족,Ethnic delivery,WoowaBrothers,
ie,"EatEasy - Online Food, Grocery Delivery & Dine In","EatEasy - Online Food, Grocery Delivery & Dine In",Eateasily Online JLT,
ie,Пятёрочка Доставка — заказ продуктов на дом,Pyaterochka Delivery - order products at home,Пятёрочка,
ie,배달요기요 - 기다림 없는 맛집 배달앱,Delivery Yogi yo-app delivery restaurants without waiting,DeliveryHero Korea,Food delivery
ie,zomato - online food delivery & restaurant reviews,zomato - online food delivery & restaurant reviews,zomato,
ie,Яндекс.Еда — доставка еды/продуктов. Food delivery,Yandeks.Eda - food delivery / products. Food delivery,Yandex Apps,
ie,Swiggy Food Order | Online Grocery | Delivery App,Swiggy Food Order | Online Grocery | Delivery App,Swiggy,
ie,"Самокат - Доставка продуктов, еды бесплатно!","Scooter - Delivery of products, food for free!",Smart Space LLC,
ie,Coupang Eats - Rocket Delivery for Food,Coupang Eats - Rocket Delivery for Food,쿠팡,
ie,Just Eat UK - Takeaway Delivery,Just Eat UK - Takeaway Delivery,Just-Eat Holding Limited,Food delivery
ie,talabat: Food & Grocery Delivery,talabat: Food & Grocery Delivery,Talabat,
ie,Delivery Club – Доставка еды и продуктов,Delivery Club - Delivery of food and products,Delivery Club LLC,
ie,Wolt: Food delivery,Wolt: Food delivery,Wolt Enterprises Oy,
ie,"БУРГЕР КИНГ - Доставка, купоны, акции","BURGER KING - Delivery, coupons, promotions",Burger-King,
ie,"HungerStation - Food, Groceries Delivery & More","HungerStation - Food, Groceries Delivery & More",HungerStation Care,
ie,Eat Scanner - ristoranti con consegna a domicilio,Eat Scanner - restaurants with home delivery,Eat Scanner,
ie,Just Eat France - Food Delivery,Just Eat France - Food Delivery,Just-Eat Holding Limited,Food delivery
ie,goPuff: Drink & Food Delivery,goPuff: Drink & Food Delivery,goPuff,
ie,PedidosYa - Delivery Online,PedidosYa - Delivery Online,PedidoYa S.A.,
ie,Uber Eats: Food Delivery,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food delivery
ie,KFC Delivery Su,KFC Delivery Su,GlobalFood,
ie,Магнит: доставка продуктов на дом из магазина,Magnet: food delivery to your home from the store,АО Тандер,
ie,Minutos Express -  Delivery Online,Minutos Express -  Delivery Online,Minutos Express,
ie,Pedidos Online: Delivery de Comida y mucho más,Online orders: Delivery of food and more,Pedidos Online,
